ファイル名,行数,文言（オリジナル）,文言（翻訳）
Text_EN.txt,365,Exclusive game,
Text_EN.txt,366,▪ Exclusive games can only be published on one platform.<br>By the exclusivity the sales figures of the platform can rise.,
Text_EN.txt,367,Total market share:,
Text_EN.txt,368,Will be unlocked if one of your games gets an<br>overall rating of at least <color=blue>70%</color>. ,
Text_EN.txt,369,Will be unlocked in <color=blue>April 1986</color>.,
Text_EN.txt,370,Engine,
Text_EN.txt,371,Platforms,
Text_EN.txt,372,Will be unlocked if you have published at least <color=blue>5 games</color>.,
Text_EN.txt,373,Will be unlocked if you have published at least <color=blue>10 games</color>.,
Text_EN.txt,374,Will be unlocked if you have published at least <color=blue>15 games</color>.,
Text_EN.txt,375,Remove platform,
Text_EN.txt,376,Dev. costs,
Text_EN.txt,377,Minimum technology level,
Text_EN.txt,378,Show hidden platforms,
Text_EN.txt,379,The technology level of this platform is too low.<br>Only platforms with the same or higher<br>tech level than the engine can be selected.,
Text_EN.txt,380,This platform has already been selected.,
Text_EN.txt,381,The following platforms have been removed because they do not have the required technology level:,
Text_EN.txt,382,Copy protection,
Text_EN.txt,383,Remove copy protection,
Text_EN.txt,384,Without copy protection,
Text_EN.txt,385,No <color=blue>copy protection software</color> has been released yet.,
Text_EN.txt,386,Design Priority,
Text_EN.txt,387,Work Priority,
Text_EN.txt,388,Languages,
Text_EN.txt,389,Gameplay,
Text_EN.txt,390,Visuals,
Text_EN.txt,391,Story,
Text_EN.txt,392,Game length,
Text_EN.txt,393,Atmosphere,
Text_EN.txt,394,Content,
Text_EN.txt,395,Game depth,
Text_EN.txt,396,Beginner-friendly,
Text_EN.txt,397,Core Gamers,
Text_EN.txt,398,Casual Gamer,
Text_EN.txt,399,For each language there are translation costs of <color=red>$5.000</color>.,
Text_EN.txt,400,Enable/disable all languages,
Text_EN.txt,401,The work priority must not be more than 100%!,
Text_EN.txt,402,A main genre must be selected!,
Text_EN.txt,403,A main topic must be selected!,
Text_EN.txt,404,A main platform must be selected!,
Text_EN.txt,405,At least one language must be selected!,
Text_EN.txt,406,Game concepts,
Text_EN.txt,407,Game analysis,
Text_EN.txt,408,Fan Letters,
Text_EN.txt,409,This feature has not yet been added.,
Text_EN.txt,410,Enable/disable all features,
Text_EN.txt,411,Quantity,
Text_EN.txt,412,"Too many gameplay features were activated.<br>If you want to add more gameplay features to your game,<br> you need to change the game size.",
Text_EN.txt,413,You must give the game a name!,
Text_EN.txt,414,Type of feature,
Text_EN.txt,415,Research costs,
Text_EN.txt,416,Research points,
Text_EN.txt,417,The work priority is below 100%!,
Text_EN.txt,418,Game completed,
Text_EN.txt,419,"The most necessary work on this game has been completed and it is <color=blue>ready for release</color>. If you want, you can continue working on the game and make improvements. However, in the <color=blue>polishing phase</color> the work results are reduced and bugs are only slowly removed.",
Text_EN.txt,420,New record!,
Text_EN.txt,421,Search Publisher,
Text_EN.txt,422,Self-distribution,
Text_EN.txt,423,Discard Product,
Text_EN.txt,424,Continue development,
Text_EN.txt,425,Bugs,
Text_EN.txt,426,Programming completed,
Text_EN.txt,427,New Game Developer Legend,
Text_EN.txt,428,On the labor market <NAME> is available.,
Text_EN.txt,429,The experience with genres affects the gameplay.,
Text_EN.txt,430,The experience with topics affects the gameplay.,
Text_EN.txt,431,"The experience with platforms has an impact on graphics, sound and technology.",
Text_EN.txt,432,New competitor,
Text_EN.txt,433,Publisher,
Text_EN.txt,434,Hype,
Text_EN.txt,435,Market strength,
Text_EN.txt,436,Relationship,
Text_EN.txt,437,Payment,
Text_EN.txt,438,Fanbase,
Text_EN.txt,439,Yes,
Text_EN.txt,440,Gained experience,
Text_EN.txt,441,No experience gained,
Text_EN.txt,442,"Overview, how many games are currently available, which also have the genre <color=blue><GENRE></color> or the topic <color=blue><THEME></color>.",
Text_EN.txt,443,Market analysis,
Text_EN.txt,444,Total [Genre],
Text_EN.txt,445,Total [Topic],
Text_EN.txt,446,On Platform [Genre],
Text_EN.txt,447,On Platform [Topic],
Text_EN.txt,448,Development Report,
Text_EN.txt,449,Change platform,
Text_EN.txt,450,Current screenshot,
Text_EN.txt,451,Progress,
Text_EN.txt,452,Development costs to date:,
Text_EN.txt,453,Current estimated rating:,
Text_EN.txt,454,Tooltip: Gameplay 1,
Text_EN.txt,455,Tooltip: Gameplay 2,
Text_EN.txt,456,Tooltip: Gameplay 3,
Text_EN.txt,457,Tooltip: Gameplay 4,
Text_EN.txt,458,Tooltip: Gameplay 5,
Text_EN.txt,459,Tooltip: Gameplay 6,
Text_EN.txt,460,Tooltip: Sound 1,
Text_EN.txt,461,Tooltip: Sound 2,
Text_EN.txt,462,Tooltip: Sound 3,
Text_EN.txt,463,Tooltip: Sound 4,
Text_EN.txt,464,Tooltip: Sound 5,
Text_EN.txt,465,Tooltip: Sound 6,
Text_EN.txt,466,Tooltip: Grafik 1,
Text_EN.txt,467,Tooltip: Grafik 2,
Text_EN.txt,468,Tooltip: Grafik 3,
Text_EN.txt,469,Tooltip: Grafik 4,
Text_EN.txt,470,Tooltip: Grafik 5,
Text_EN.txt,471,Tooltip: Grafik 6,
Text_EN.txt,472,MoCap [Player animations],
Text_EN.txt,473,MoCap [NPC animations],
Text_EN.txt,474,"To support another team, click on a room of the same type with the <color=blue>left mouse button</color>.",
Text_EN.txt,475,Support,
Text_EN.txt,476,Cancel support,
Text_EN.txt,477,Wait ...,
Text_EN.txt,478,"<b>Reputation with clients</b><br>The higher the reputation, the more jobs you will be offered.<br>In addition, the payment is higher.",
Text_EN.txt,479,Average motivation of your employees,
Text_EN.txt,480,The genre <color=green><NAME1></color> and the topic <color=green><NAME2></color> are currently trendy.,
Text_EN.txt,481,The genre <color=red><NAME1></color> and the topic <color=red><NAME2></color> are currently unpopular.,
Text_EN.txt,482,This trend will continue for <color=blue><TIME></color> weeks.,
Text_EN.txt,483,New Trend,
Text_EN.txt,484,Week,
Text_EN.txt,485,Total,
Text_EN.txt,486,Shows how many weeks the game is already on the market.,
Text_EN.txt,487,Game,
Text_EN.txt,488,Minimize / Maximize window,
Text_EN.txt,489,Game taken off the market,
Text_EN.txt,490,Profit,
Text_EN.txt,491,"The sales figures of <color=blue><NAME></color> have fallen sharply, so the product was taken off the market.",
Text_EN.txt,492,Weeks on sale,
Text_EN.txt,493,Marketing costs,
Text_EN.txt,494,Engine fees,
Text_EN.txt,495,<color=blue><NAME1></color> has published the game <color=blue><NAME2></color>.,
Text_EN.txt,496,Your publisher has started a marketing campaign for <color=blue><NAME1></color>.,
Text_EN.txt,497,Shows the quality of your offices.,
Text_EN.txt,498,Shows the pollution of your offices.,
Text_EN.txt,499,This allows you to see if your offices are too cold.,
Text_EN.txt,500,Here you can set which messages are displayed.,
Text_EN.txt,501,<color=blue><NAME1></color> has licensed your engine <color=blue><NAME2></color>.,
Text_EN.txt,502,Statement,
Text_EN.txt,503,The developer <color=blue><NAME1></color> has licensed your engine for <color=blue><NAME2></color>. The invoice has just been sent to you.,
Text_EN.txt,504,Share in percent,
Text_EN.txt,505,Share per game,
Text_EN.txt,506,<b>CEO</b><br>Your character does not lose motivation.,
Text_EN.txt,507,Player character,
Text_EN.txt,508,No room assigned,
Text_EN.txt,509,Employee has resigned,
Text_EN.txt,510,The personnel department reports that <color=blue><NAME></color> has resigned. You should always pay attention to the needs of your employees and avoid long crunch times and lack of motivation.,
Text_EN.txt,511,Cooling,
Text_EN.txt,512,Marketing campaign,
Text_EN.txt,513,What do you want to start a new marketing campaign for?,
Text_EN.txt,514,Game Console,
Text_EN.txt,515,Marketing campaign for a game,
Text_EN.txt,516,Marketing campaign for a console,
Text_EN.txt,517,Stop marketing as soon as hype is at its maximum,
Text_EN.txt,518,Automatic repeat,
Text_EN.txt,519,Posters,
Text_EN.txt,520,Game magazines,
Text_EN.txt,521,Radio,
Text_EN.txt,522,Internet ads,
Text_EN.txt,523,Top streamer,
Text_EN.txt,524,TV,
Text_EN.txt,525,Maximum hype that can be generated with this campaign.,
Text_EN.txt,526,Will be unlocked in <color=blue>February 2005</color>.,
Text_EN.txt,527,Will be unlocked in <color=blue>March 1993</color>.,
Text_EN.txt,528,Unlocked,
Text_EN.txt,529,In development,
Text_EN.txt,530,Marketing campaign for <NAME1> completed,
Text_EN.txt,531,Production costs,
Text_EN.txt,532,Server costs,
Text_EN.txt,533,Quality,
Text_EN.txt,534,Bonus on work results: <NUM>%,
Text_EN.txt,535,Will be unlocked if you have researched <color=blue>an engine feature</color>.,
Text_EN.txt,536,Is available from the year <NUM>,
Text_EN.txt,537,Start training course,
Text_EN.txt,538,Training courses,
Text_EN.txt,539,Game design for beginners,
Text_EN.txt,540,Game design for advanced,
Text_EN.txt,541,Game design for professionals,
Text_EN.txt,542,Programming for beginners,
Text_EN.txt,543,Programming for advanced ,
Text_EN.txt,544,Programming for professionals,
Text_EN.txt,545,Graphic design for beginners,
Text_EN.txt,546,Graphic design for advanced ,
Text_EN.txt,547,Graphic design for professionals,
Text_EN.txt,548,Music & Sound for beginners,
Text_EN.txt,549,Music & Sound for advanced ,
Text_EN.txt,550,Music & Sound for professionals,
Text_EN.txt,551,Marketing & Support for beginners,
Text_EN.txt,552,Advanced Marketing & Support,
Text_EN.txt,553,Marketing & Support for Professionals,
Text_EN.txt,554,Gametesting for beginners,
Text_EN.txt,555,Gametesting for advanced,
Text_EN.txt,556,Gametesting for professionals,
Text_EN.txt,557,Hardware & Technology for beginners,
Text_EN.txt,558,Hardware & Technology for advanced,
Text_EN.txt,559,Hardware & Technology for professionals,
Text_EN.txt,560,Research for beginners,
Text_EN.txt,561,Research for advanced,
Text_EN.txt,562,Research for professionals,
Text_EN.txt,563,Maximum level: <color=blue><NUM></color>,
Text_EN.txt,564,Effectiveness: <color=blue>Low</color>,
Text_EN.txt,565,Effectiveness: <color=blue>Medium</color>,
Text_EN.txt,566,Effectiveness: <color=blue>High</color>,
Text_EN.txt,567,"Training course ""<NAME>"" completed",
Text_EN.txt,568,Do you really want to discard this product? This process is irreversible!,
Text_EN.txt,569,Are you sure you want to cancel the current task?,
Text_EN.txt,570,You will be refunded <color=green><NUM></color>.,
Text_EN.txt,571,Licenses,
Text_EN.txt,572,GFX [Environment Graphics],
Text_EN.txt,573,GFX [GUIs],
Text_EN.txt,574,GFX [Backgrounds],
Text_EN.txt,575,GFX [Special effects],
Text_EN.txt,576,GFX [Characters],
Text_EN.txt,577,GFX [Cut Sequences],
Text_EN.txt,578,SFX [Sound effects],
Text_EN.txt,579,SFX [UI Sounds],
Text_EN.txt,580,SFX [Music],
Text_EN.txt,581,SFX [Ambience Sounds],
Text_EN.txt,582,SFX [Dynamic Sounds],
Text_EN.txt,583,SFX [Voice Recording],
Text_EN.txt,584,MC [Player animations I],
Text_EN.txt,585,MC [Player animations II],
Text_EN.txt,586,MC [Player animations III],
Text_EN.txt,587,MC [NPC animations I],
Text_EN.txt,588,MC [NPC animations II],
Text_EN.txt,589,MC [NPC animations III],
Text_EN.txt,590,QA [Balance],
Text_EN.txt,591,QA [Controls],
Text_EN.txt,592,QA [Performance],
Text_EN.txt,593,QA [User Interface],
Text_EN.txt,594,QA [Game mechanics],
Text_EN.txt,595,QA [Level design],
Text_EN.txt,596,Commissioned work,
Text_EN.txt,597,What type of order do you want to do?,
Text_EN.txt,598,Short assignment,
Text_EN.txt,599,Contract game,
Text_EN.txt,600,Process all jobs automatically,
Text_EN.txt,601,Payment,
Text_EN.txt,602,Contractual penalty,
Text_EN.txt,603,Deadline,
Text_EN.txt,604,Workload,
Text_EN.txt,605,Client,
Text_EN.txt,606,Deadline: <b><NUM> weeks</b>,
Text_EN.txt,607,Delete job,
Text_EN.txt,608,Commissioned work completed: <NAME><br>Payment: <NUM>,
Text_EN.txt,609,You must pay a contractual penalty of <color=red><NUM></color>.,
Text_EN.txt,610,Weeks: <NUM>,
Text_EN.txt,611,Commissioned work failed: <NAME><br>Contractual penalty: <NUM>,
Text_EN.txt,612,Select game,
Text_EN.txt,613,Available games,
Text_EN.txt,614,Hype that is created at the start of development.,
Text_EN.txt,615,From which game should a sequel be developed?,
Text_EN.txt,616,"<b>Sequel</b><br>Game sequels benefit from the success of their predecessors.<br>At the start of development hype is generated,<br>and there is a bonus on the sales figures.",
Text_EN.txt,617,"<b>Remaster</b><br>The development costs for remasters are reduced by 50%.<br>Only games can be remastered,<br>which have already been taken off the market.",
Text_EN.txt,618,"<b>New game</b><br>When you create a new game,<br>you can later develop a remaster or a sequel.",
Text_EN.txt,619,This game name already exists!,
Text_EN.txt,620,Which game do you want to remaster? Only games that have already been taken off the market can be selected.,
Text_EN.txt,621,Remastered,
Text_EN.txt,622,Gold,
Text_EN.txt,623,Reloaded,
Text_EN.txt,624,Deluxe,
Text_EN.txt,625,<color=black>(<NUM>)</color>,
Text_EN.txt,626,Platform,
Text_EN.txt,627,Minimum rating for bonus payment: <b><NUM>%</b>,
Text_EN.txt,628,Bonus,
Text_EN.txt,629,Hand over the game,
Text_EN.txt,630,"▪ Contract game ▪<br>The most necessary work on this game has been completed. You can hand over the game to your client, or work on it further.",
Text_EN.txt,631,The client has transferred a salary of <color=blue><NUM1></color> to you. You will receive the bonus payment of <color=blue><NUM2></color> as soon as the game has been completed and the press has rated the game at least <color=blue><NUM3></color>.,
Text_EN.txt,632,You cannot accept this job because you do not have the required development kit.,
Text_EN.txt,633,You have received the final invoice for the contract game.,
Text_EN.txt,634,Total salary,
Text_EN.txt,635,Deadline was met,
Text_EN.txt,636,You can only replace platforms that have already been taken off the market.,
Text_EN.txt,637,Additional porting costs,
Text_EN.txt,638,For contract games you are not allowed to change the platform!,
Text_EN.txt,639,You must cancel the current task for this room!,
Text_EN.txt,640,<b>Number of contract works</b><br><br>,
Text_EN.txt,641,Number of contract games,
Text_EN.txt,642,This display informs you if an employee<br>has not been assigned a room.<br><br><color=blue>Click to select the employee</color>,
